,Nº Registro,Medicamento,Laboratorio,Fecha Aut.,Estado,Fecha Estado,Cód. ATC,Principios Activos,Nº P. Activos,¿Comercializado?,¿Triangulo Amarillo?,Observaciones,¿Sustituible?,¿Afecta conducción?,¿Problemas de suministro?,nombre
97,1171257002,HERZUMA 420 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,Celltrion Healthcare Hungary Kft.,23/11/2018,Autorizado,24/11/2018,L01FD01,TRASTUZUMAB,1,SI,NO,Uso Hospitalario,Biológicos,SI,NO,HERZUMA
98,11714001,ZYTIGA 250 mg COMPRIMIDOS,Janssen-Cilag International N.V,08/09/2011,Autorizado,08/09/2011,L02BX03,ABIRATERONA ACETATO,1,NO,NO,Diagnóstico Hospitalario,,NO,NO,ZYTIGA
99,11717001,VYNDAQEL 20 MG CAPSULAS BLANDAS,Pfizer Europe Ma Eeig,30/11/2011,Autorizado,30/11/2011,N07XX08,TAFAMIDIS MEGLUMINA,1,SI,SI,Uso Hospitalario,,NO,NO,VYNDAQEL
100,11718006,DEXDOR 100 MICROGRAMOS/ML CONCENTRADO PARA SOLUCION PARA PERFUSION,Orion Corporation,10/11/2011,Autorizado,10/11/2011,N05CM18,DEXMEDETOMIDINA,1,SI,NO,Uso Hospitalario,,SI,NO,DEXDOR
101,11719001,TELMISARTAN TEVA PHARMA 20 mg COMPRIMIDO EFG,Teva Pharma B.V.,26/01/2010,Autorizado,26/01/2010,C09CA07,TELMISARTAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,TELMISARTAN
102,11728003,"PRAMIPEXOL ACCORD 0,18 mg COMPRIMIDOS (30 COMP.) EFG",Accord Healthcare S.L.U.,28/06/2012,Anulado,11/05/2022,N04BC05,PRAMIPEXOL DIHIDROCLORURO MONOHIDRATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,PRAMIPEXOL
103,11731008IP,"KOMBOGLYZE 2,5 MG/1000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Astrazeneca Ab,07/10/2024,Autorizado,08/10/2024,A10BD10,"METFORMINA HIDROCLORURO, SAXAGLIPTINA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,KOMBOGLYZE
104,1181265011,"SEGLUROMET 2,5 MG/1.000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Merck Sharp & Dohme B.V.,05/06/2018,Autorizado,06/06/2018,A10BD23,"METFORMINA HIDROCLORURO, ERTUGLIFLOZINA ACIDO L-PIROGLUTAMICO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SEGLUROMET
105,1181267008,STEGLATRO 15 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Merck Sharp & Dohme B.V.,05/06/2018,Autorizado,06/06/2018,A10BK04,ERTUGLIFLOZINA ACIDO L-PIROGLUTAMICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,STEGLATRO
106,112793001,XALKORI 200 MG CAPSULAS DURAS,Pfizer Europe Ma Eeig,12/11/2012,Autorizado,12/11/2012,L01ED01,CRIZOTINIB,1,SI,NO,Diagnóstico Hospitalario,,SI,NO,XALKORI
107,112793007,XALKORI 150 MG GRANULADO EN CAPSULAS PARA ABRIR,Pfizer Europe Ma Eeig,20/09/2024,Autorizado,21/09/2024,L01ED01,CRIZOTINIB,1,SI,NO,Diagnóstico Hospitalario,,SI,SI,XALKORI
108,112794001,ADCETRIS 50 MG POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,Takeda Pharma A/S,29/11/2012,Autorizado,29/11/2012,L01FX05,BRENTUXIMAB VEDOTINA,1,SI,NO,Uso Hospitalario,Biológicos,SI,NO,ADCETRIS
109,112798003,Acido Ibandronico Accord 6 mg concentrado para solucion para perfusion EFG,Accord Healthcare S.L.U.,18/01/2013,Autorizado,18/01/2013,M05BA06,IBANDRONICO ACIDO,1,NO,NO,Uso Hospitalario,,NO,NO,Acido Ibandronico
110,112800002,Acido zoledronico Hospira 4 mg/5 ml concentrado para solucion para perfusion EFG,Pfizer Europe Ma Eeig,04/01/2013,Anulado,21/10/2024,M05BA08,ACIDO ZOLEDRONICO MONOHIDRATO,1,NO,NO,Uso Hospitalario,,NO,NO,Acido zoledronico
111,112809010,BETMIGA 50mg comprimidos de liberacion prolongada,Astellas Pharma Europe B.V.,01/02/2013,Autorizado,01/02/2013,G04BD12,MIRABEGRON,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,BETMIGA
112,1130853012,REMSIMA 120 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA,Celltrion Healthcare Hungary Kft.,14/02/2020,Autorizado,15/02/2020,L04AB02,INFLIXIMAB,1,SI,NO,Diagnóstico Hospitalario,Biológicos,NO,NO,REMSIMA
113,113813001,PERJETA 420 MG CONCENTRADO PARA SOLUCION PARA PERFUSION,Roche Registration Gmbh,12/03/2013,Autorizado,12/03/2013,L01FD02,PERTUZUMAB,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,PERJETA
114,113813001IP4,PERJETA 420 MG CONCENTRADO PARA SOLUCION PARA PERFUSION,Roche Registration Gmbh,09/09/2025,Autorizado,10/09/2025,L01FD02,PERTUZUMAB,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,PERJETA
115,113819001,"JETREA 0,5mg/0,2ml concentrado para solucion inyectable",Inceptua Ab,26/04/2013,Anulado,22/09/2021,S01XA22,OCRIPLASMINA,1,NO,NO,Uso Hospitalario,Biológicos,SI,NO,JETREA
116,113821014,"Tolucombi 80 mg/12,5 mg comprimidos EFG",Krka D.D. Novo Mesto,19/04/2013,Autorizado,02/01/2014,C09DA07,"TELMISARTAN, HIDROCLOROTIAZIDA",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,Tolucombi
117,113827027,MEMANTINA MYLAN 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Mylan Pharmaceuticals Limited,11/06/2013,Autorizado,11/06/2013,N06DX01,MEMANTINA HIDROCLORURO,1,NO,NO,Diagnóstico Hospitalario,,SI,NO,MEMANTINA
118,113829001,HEXYON SUSPENSION INYECTABLE,Sanofi Winthrop Industrie,07/05/2014,Autorizado,07/05/2014,J07CA09,"TOXOIDE DIFTERICO, TOXOIDE TETANICO, H.INFLUENZAE TIPO B POLISACARIDO CONJUGADO TOXOIDE TETANICO, BORDETELLA PERTUSSIS TOXOIDE, BORDETELLA PERTUSSIS HEMAGLUTININA FILAMENTOSA, ANTIGENO SUPERFICIE HEPATITIS B, POLISACARIDO CAPSULAR HAEMOPHILLUS INFLUENZAE TIPO B (PRP), POLIOVIRUS INACTIVADO TIPO 1 (MAHONEY) PRODUCIDO EN CELULAS VERO, POLIOVIRUS INACTIVADO TIPO 2 (MEF-1) PRODUCIDO EN CELULAS VERO, POLIOVIRUS INACTIVADO TIPO 3  (SAUKETT PRODUCIDO EN CELULAS VERO",10,NO,NO,Medicamento Sujeto A Prescripción Médica,Biológicos,NO,NO,HEXYON
119,113832002,STAYVEER 125 mg comprimidos recubiertos con pelicula,Janssen-Cilag International N.V,21/10/2015,Autorizado,21/10/2015,C02KX01,BOSENTAN MONOHIDRATO,1,SI,NO,Uso Hospitalario,,NO,NO,STAYVEER
120,113835008,Voriconazol Accord 50 mg comprimidos recubiertos con pelicula,Accord Healthcare S.L.U.,25/07/2013,Autorizado,25/07/2013,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,Voriconazol
121,113835014,Voriconazol Accord 200 mg comprimidos recubiertos con pelicula,Accord Healthcare S.L.U.,25/07/2013,Autorizado,25/07/2013,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,Voriconazol
122,113835017,Voriconazol Accord 200 mg comprimidos recubiertos con pelicula,Accord Healthcare S.L.U.,25/07/2013,Autorizado,25/07/2013,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,Voriconazol
123,113835023,Voriconazol Accord 50mg comprimidos recubiertos con pelicula EFG,Accord Healthcare S.L.U.,18/03/2016,Autorizado,18/03/2016,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,Voriconazol
124,113841005,SPEDRA 100 mg comprimidos,Menarini International Operations Luxembourg S.A.,10/01/2014,Autorizado,10/01/2014,G04BE10,AVANAFILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SPEDRA
125,113841008,SPEDRA 200 mg comprimidos,Menarini International Operations Luxembourg S.A.,10/01/2014,Autorizado,10/01/2014,G04BE10,AVANAFILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,SPEDRA
126,113842021,Incresync 25 mg/30 mg comprimidos recubiertos con pelicula,Takeda Pharma A/S,16/01/2014,Autorizado,16/01/2014,A10BD09,"PIOGLITAZONA, ALOGLIPTINA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,Incresync
127,113843017,"VIPDOMET 12,5 MG/1000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Takeda Pharma A/S,16/01/2014,Autorizado,16/01/2014,A10BD13,"METFORMINA HIDROCLORURO, ALOGLIPTINA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,VIPDOMET
128,113862003,Ultibro Breezhaler 85mcg/43mcg polvo para inhalacion (capsula dura),Novartis Europharm Limited,15/10/2013,Autorizado,15/10/2013,R03AL04,"GLICOPIRRONIO BROMURO, INDACATEROL MALEATO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,Medicamentos para el aparato respiratorio administrados por vía inhalatoria,NO,NO,Ultibro
129,03267006,REYATAZ 200 MG CAPSULAS DURAS,Bristol-Myers Squibb Pharma Eeig,29/03/2004,Autorizado,29/03/2004,J05AE08,ATAZANAVIR,1,NO,NO,Diagnóstico Hospitalario,,NO,NO,REYATAZ
130,03271001,ADVATE 250 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Takeda Manufacturing Austria Ag,26/03/2004,Autorizado,26/03/2004,B02BD02,OCTOCOG ALFA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ADVATE
131,03271005,ADVATE 2000 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Takeda Manufacturing Austria Ag,21/07/2008,Autorizado,21/07/2008,B02BD02,OCTOCOG ALFA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ADVATE
132,03271007,ADVATE 250 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Takeda Manufacturing Austria Ag,18/10/2012,Autorizado,18/10/2012,B02BD02,OCTOCOG ALFA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ADVATE
133,034114215IP,"CO-DIOVAN 320 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Novartis Farma S.P.A.,15/02/2021,Autorizado,16/02/2021,C09DA03,"VALSARTAN, HIDROCLOROTIAZIDA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CO-DIOVAN
134,034216186,PARIET 20 MG COMPRIMIDOS GASTRORRESISTENTES,Janssen Cilag S.P.A.,14/06/2024,Autorizado,15/06/2024,A02BC04,RABEPRAZOL SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,PARIET
135,034972442IP2,NEXIUM MUPS 40 MG COMPRIMIDOS GASTRORRESISTENTES,Grunenthal Italia S.R.L.,24/10/2025,Autorizado,25/10/2025,A02BC05,ESOMEPRAZOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,NEXIUM
136,035883180IP,PROVISACOR 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Grunenthal Italia S.R.L.,20/11/2024,Autorizado,21/11/2024,C10AA07,ROSUVASTATINA  CALCICA,1,SI,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,PROVISACOR
137,035895010IP2,"AVIDART 0,5 mg CAPSULAS BLANDAS",Glaxosmithkline S.P.A.,24/07/2020,Autorizado,25/07/2020,G04CB02,DUTASTERIDA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,AVIDART
138,036026110IP,IXIA 40 MG COMPRIMIDOS RECUBIERTOS,Menarini International Operations Luxembourg S.A.,30/05/2019,Autorizado,31/05/2019,C09CA08,OLMESARTAN MEDOXOMILO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IXIA
139,037108242IP,"OPENVAS PLUS 40 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Menarini International Operations Luxembourg S.A.,20/11/2020,Autorizado,21/11/2020,C09DA08,"HIDROCLOROTIAZIDA, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OPENVAS
140,037110246IP,"OLMETEC PLUS 40 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Daiichi Sankyo Italia S.P.A.,06/11/2020,Autorizado,07/11/2020,C09DA08,"HIDROCLOROTIAZIDA, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OLMETEC
141,037110246IP1,"OPENVAS PLUS 40 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA",Daiichi Sankyo Italia S.P.A.,26/09/2024,Autorizado,27/09/2024,C09DA08,"HIDROCLOROTIAZIDA, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,OPENVAS
142,037564010IP3,DELTIUS 10.000 UI/ML GOTAS ORALES EN SOLUCION,Italfarmaco S.P.A.,14/11/2023,Anulado,09/02/2024,A11CC05,COLECALCIFEROL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,DELTIUS
143,037734011IP,MEZAVANT 1200mg comprimidos de liberacion prolongada gastrorresistentes,Giuliani S.P.A.,02/12/2015,Anulado,26/08/2021,A07EC02,MESALAZINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,,NO,NO,MEZAVANT
144,038946075IP,CAPENON 40 MG/5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Menarini International Operations Luxembourg S.A.,20/11/2023,Autorizado,21/11/2023,C09DB02,"AMLODIPINO BESILATO, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CAPENON
145,038946137,CAPENON 40 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Menarini International Operations Luxembourg S.A.,15/01/2019,Autorizado,16/01/2019,C09DB02,"AMLODIPINO BESILATO, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,CAPENON
146,038983247IP,SEVIKAR 40 mg/10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Daiichi Sankyo Italia S.P.A.,21/01/2022,Autorizado,22/01/2022,C09DB02,"AMLODIPINO BESILATO, OLMESARTAN MEDOXOMILO",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,SEVIKAR
147,04275001,LITAK 2 mg/ml SOLUCION INYECTABLE,Lipomed Gmbh,27/07/2007,Autorizado,27/07/2007,L01BB04,CLADRIBINA,1,SI,NO,Uso Hospitalario,,SI,NO,LITAK
148,04276012IP,ABILIFY 15 MG COMPRIMIDOS,Otsuka Pharmaceutical Europe Limited,21/02/2018,Autorizado,22/02/2018,N05AX12,ARIPIPRAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ABILIFY
149,04276012IP3,ABILIFY 15 MG COMPRIMIDOS,Otsuka Pharmaceutical Netherlands B.V.,14/01/2020,Autorizado,15/01/2020,N05AX12,ARIPIPRAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ABILIFY
150,04276017,ABILIFY 30 MG COMPRIMIDOS,Otsuka Pharmaceutical Netherlands B.V.,24/06/2004,Autorizado,24/06/2004,N05AX12,ARIPIPRAZOL,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ABILIFY
151,04276033,ABILIFY 1 mg/ml SOLUCION ORAL,Otsuka Pharmaceutical Netherlands B.V.,16/12/2005,Autorizado,16/12/2005,N05AX12,ARIPIPRAZOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ABILIFY
152,04276035,ABILIFY 1 MG/ML SOLUCION ORAL,Otsuka Pharmaceutical Netherlands B.V.,16/12/2005,Autorizado,16/12/2005,N05AX12,ARIPIPRAZOL,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ABILIFY
153,04277001,TACHOSIL MATRIZ ADHESIVA,Corza Medical Gmbh,03/12/2004,Autorizado,03/12/2004,B02BC30,"FIBRINOGENO HUMANO, TROMBINA HUMANA",2,SI,NO,Uso Hospitalario,Biológicos,NO,NO,TACHOSIL
154,04278008,LEVEMIR INNOLET 100 U/ML SOLUCION INYECTABLE EN UNA PLUMA PRECARGADA,Novo Nordisk A/S,11/10/2006,Autorizado,11/10/2006,A10AE05,INSULINA DETEMIR,1,NO,NO,Medicamento Sujeto A Prescripción Médica. Tratamiento De Larga Duración,Biológicos,SI,NO,LEVEMIR
155,04279005,LYRICA 25 MG CAPSULAS DURAS,Upjohn Eesv,15/07/2004,Autorizado,15/07/2004,N02BF02,PREGABALINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,LYRICA
156,04279012IP1,LYRICA 75 MG CAPSULAS DURAS,Upjohn Eesv,14/07/2022,Autorizado,15/07/2022,N02BF02,PREGABALINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,LYRICA
157,04280002,YENTREVE 40 mg CAPSULAS DURAS GASTRORRESISTENTES,Eli Lilly Nederland B.V.,30/09/2004,Autorizado,30/09/2004,N06AX21,DULOXETINA HIDROCLORURO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,YENTREVE
158,04281003,ERBITUX 5 MG/ML SOLUCION PARA PERFUSION,Merck Europe B.V.,17/05/2007,Autorizado,17/05/2007,L01FE01,CETUXIMAB,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,ERBITUX
159,04282002,TELZIR 50 MG/ML SUSPENSION ORAL,Viiv Healthcare B.V.,22/07/2004,Autorizado,22/07/2004,J05AE07,FOSAMPRENAVIR CALCICO,1,NO,NO,Diagnóstico Hospitalario,,NO,NO,TELZIR
160,00160056IP,AERIUS 5 MG COMPRIMIDOS BUCODISPERSABLES,Merck Sharp & Dohme (Uk) Limited,13/09/2016,Autorizado,14/09/2016,R06AX27,DESLORATADINA,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,AERIUS
161,00164003,"NUTROPINAQ 10 mg/2 ml (30 UI), SOLUCION INYECTABLE",Ipsen Pharma,13/04/2004,Autorizado,13/04/2004,H01AC01,SOMATROPINA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,NUTROPINAQ
162,00165008,OVITRELLE 250 MICROGRAMOS SOLUCION INYECTABLE EN PLUMA PRECARGADA,Merck Europe B.V.,05/08/2011,Autorizado,05/08/2011,G03GA08,CORIOGONADOTROPINA ALFA,1,SI,NO,Diagnóstico Hospitalario,Biológicos,NO,NO,OVITRELLE
163,00170002,"FASTURTEC 1,5 MG/ML POLVO Y DISOLVENTE PARA CONCENTRADO PARA SOLUCION PARA PERFUSION",Sanofi Winthrop Industrie,03/07/2002,Autorizado,03/07/2002,V03AF07,RASBURICASA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,FASTURTEC
164,01166002,NEUROBLOC 5000 U/ML SOLUCION INYECTABLE,Sloan Pharma S.À.R.L.,22/05/2001,Anulado,20/11/2024,M03AX01,TOXINA BOTULINICA TIPO B,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,NEUROBLOC
165,01166003,NEUROBLOC 10.000 U/ml SOLUCION INYECTABLE,Sloan Pharma S.À.R.L.,22/05/2001,Anulado,20/11/2024,M03AX01,TOXINA BOTULINICA TIPO B,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,NEUROBLOC
166,01176007,ZOMETA 4 mg/100 ml SOLUCION PARA PERFUSION,Novartis Europharm Limited,22/09/2011,Suspenso,24/07/2014,M05BA08,ACIDO ZOLEDRONICO MONOHIDRATO,1,NO,NO,Uso Hospitalario,,NO,NO,ZOMETA
167,01185002,ARANESP 10 microgramos SOLUCION INYECTABLE EN JERINGA PRECARGADA,Amgen Europe B.V.,17/07/2001,Autorizado,17/07/2001,B03XA02,DARBEPOETINA ALFA,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,ARANESP
168,01185047,ARANESP 20 microgramos SOLUCION INYECTABLE EN PLUMA PRECARGADA,Amgen Europe B.V.,28/04/2005,Suspenso,03/11/2014,B03XA02,DARBEPOETINA ALFA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ARANESP
169,01185052,ARANESP 80 microgramos SOLUCION INYECTABLE EN PLUMA PRECARGADA,Amgen Europe B.V.,28/04/2005,Autorizado,28/04/2005,B03XA02,DARBEPOETINA ALFA,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,ARANESP
170,01185053,ARANESP 100 microgramos SOLUCION INYECTABLE EN PLUMA PRECARGADA,Amgen Europe B.V.,28/04/2005,Autorizado,28/04/2005,B03XA02,DARBEPOETINA ALFA,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ARANESP
171,01185098,ARANESP 500 microgramos SOLUCION INYECTABLE EN JERINGA PRECARGADA,Amgen Europe B.V.,18/09/2009,Autorizado,18/09/2009,B03XA02,DARBEPOETINA ALFA,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,ARANESP
172,01196003,CANCIDAS 70 mg POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION,Merck Sharp & Dohme B.V.,10/04/2002,Autorizado,10/04/2002,J02AX04,CASPOFUNGINA,1,SI,NO,Uso Hospitalario,,NO,NO,CANCIDAS
173,02206003,"ARIXTRA 2,5 MG/0,5 ML SOLUCION INYECTABLE, JERINGA PRECARGADA",Viatris Healthcare Limited,16/04/2002,Autorizado,16/04/2002,B01AX05,FONDAPARINUX SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ARIXTRA
174,02206003IP,"ARIXTRA 2,5 MG/0,5 ML SOLUCION INYECTABLE, JERINGA PRECARGADA",Viatris Healthcare Limited,30/01/2012,Autorizado,30/01/2012,B01AX05,FONDAPARINUX SODICO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,ARIXTRA
175,02212009,VFEND 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Pfizer Europe Ma Eeig,07/05/2002,Autorizado,07/05/2002,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,VFEND
176,02212021,VFEND 200 mg COMPRIMIDOS RECUBIERTOS CON PELICULA,Pfizer Europe Ma Eeig,07/05/2002,Autorizado,07/05/2002,J02AC03,VORICONAZOL,1,NO,NO,Uso Hospitalario,,SI,NO,VFEND
177,08470016,VIMPAT 10 mg/ml SOLUCION PARA PERFUSION,Ucb Pharma,14/10/2008,Autorizado,14/10/2008,N03AX18,LACOSAMIDA,1,SI,NO,Uso Hospitalario,,SI,NO,VIMPAT
178,08472013,XARELTO 15 mg COMPRIMIDOS RECUBIERTOS CON PELICULA (42 COMPRIMIDOS),Bayer Ag,03/01/2012,Autorizado,03/01/2012,B01AF01,RIVAROXABAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,XARELTO
179,08472018IP1,XARELTO 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA (28 COMPRIMIDOS),Bayer Ag,24/10/2025,Autorizado,25/10/2025,B01AF01,RIVAROXABAN,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,XARELTO
180,08475007,OLANZAPINA VIATRIS 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Viatris Limited,28/09/2009,Autorizado,28/09/2009,N05AH03,OLANZAPINA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,OLANZAPINA
181,08477001,"CEPLENE 0,5 mg/0,5 ml SOLUCION INYECTABLE",Laboratoires Delbert,24/07/2012,Autorizado,24/07/2012,L03AX14,HISTAMINA DIHIDROCLORURO,1,NO,SI,Uso Hospitalario,,NO,NO,CEPLENE
182,08480014,IFIRMASTA 300 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,Krka D.D. Novo Mesto,28/05/2012,Autorizado,28/05/2012,C09CA04,IRBESARTAN,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,IFIRMASTA
183,08483009IP3,ZOMARIST 50 MG/1000 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Novartis Europharm Limited,23/09/2024,Autorizado,24/09/2024,A10BD08,"METFORMINA HIDROCLORURO, VILDAGLIPTINA",2,SI,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZOMARIST
184,08489002,"OPGENRA 3,3 mg POLVO PARA SUSPENSION PARA IMPLANTACION",Olympus Biotech International Limited,29/07/2011,Anulado,11/12/2024,M05BC02,PROTEINA MORFOGENICA OSEA BMP-7,1,NO,NO,Uso Hospitalario,,NO,NO,OPGENRA
185,08491052,"RASILEZ HCT 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",Noden Pharma Designated Activity Company,10/02/2009,Anulado,05/02/2025,C09XA52,"HIDROCLOROTIAZIDA, ALISKIRENO",2,NO,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,RASILEZ
186,08495001,"ZARZIO 30 MU/0,5 ml SOL. INY. O PARA PERFUSION EN JERINGA PRECARGADA",Sandoz Gmbh,31/03/2009,Autorizado,31/03/2009,L03AA02,FILGRASTIM,1,SI,NO,Uso Hospitalario,Biológicos,NO,NO,ZARZIO
187,08495003IP,"ZARZIO 30 MU/0,5 ml SOL. INY. O PARA PERFUSION EN JERINGA PRECARGADA",Sandoz Gmbh,08/01/2021,Autorizado,09/01/2021,L03AA02,FILGRASTIM,1,NO,NO,Uso Hospitalario,Biológicos,NO,NO,ZARZIO
188,08497005,NPLATE 250 microgramos POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Amgen Europe B.V.,08/04/2010,Autorizado,08/04/2010,B02BX04,ROMIPLOSTIM,1,SI,NO,Uso Hospitalario,,NO,NO,NPLATE
189,08497007,NPLATE 500 microgramos POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE,Amgen Europe B.V.,08/04/2010,Autorizado,08/04/2010,B02BX04,ROMIPLOSTIM,1,SI,NO,Uso Hospitalario,,NO,NO,NPLATE
190,08501002,IXIARO SUSPENSION INYECTABLE,Valneva Austria Gmbh,21/05/2009,Autorizado,21/05/2009,J07BA02,VIRUS ENCEFALITIS JAPONESA CEPA SA 14-2 INACTIVADA,1,SI,NO,Medicamento Sujeto A Prescripción Médica,Biológicos,NO,NO,IXIARO
191,08503009IP1,EFIENT 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA,Substipharm,23/07/2024,Autorizado,24/07/2024,B01AC22,PRASUGREL HIDROCLORURO,1,SI,NO,Medicamento Sujeto A Prescripción Médica,,NO,NO,EFIENT
192,09514017IP2,ZEBINIX 800 MG COMPRIMIDOS,Bial Portela & Ca S.A.,19/10/2018,Autorizado,20/10/2018,N03AF04,ESLICARBAZEPINA ACETATO,1,NO,NO,Medicamento Sujeto A Prescripción Médica,,SI,NO,ZEBINIX
193,1151000003,JINARC 30 mg COMPRIMIDOS,Otsuka Pharmaceutical Netherlands B.V.,16/07/2015,Autorizado,16/07/2015,C03XA01,TOLVAPTAN,1,SI,NO,Diagnóstico Hospitalario,,NO,NO,JINARC
